"tweet_id";"screen_name";"created_at";"text"
"1122316549488922624";"y_4pt";"2019-04-28 01:48:11";"RT @tqttq_macchu: ???????????????”??”??????????????

 (´???)???????????????????

#????
#NEWS https://t.co/u6ksPfLv0Q"
"1122316558439735297";"CarmenGrant1";"2019-04-28 01:48:13";"https://t.co/Wm90BPXKe4
 #belmont @News12BX #justiceforjunior #ljustice4junior #graffiti #NYC #news #crime… https://t.co/nsTPrBjmxl"
"1122316564227923973";"ScottieMcClue";"2019-04-28 01:48:15";"RT @ScottieMcClue: Check out this video ""Talk Show Scottie McClue Dinky-Doo"" https://t.co/HCQ5XvqYwx
#twitch #twitchtv #twitchstreamer #Twi…"
"1122316564244520960";"PanGamers";"2019-04-28 01:48:15";"We all have a fkin 'Tim' in our life..!!

Read more: https://t.co/okw7Kvif2s

#funny #meme #facts #news #viral… https://t.co/puySypHBbB"
"1122316567293726721";"9news4_love";"2019-04-28 01:48:15";"RT @tqttq_macchu: ??????????????????????????????????????
??????????????( ;?; )
????????( ;?; )

#??????
#NEWS https://t.co/VRWuK5ZkHg"
"1122316567281147904";"suu11915tg";"2019-04-28 01:48:15";"??????????????
??????????????????"
"1122316572482125824";"hrn_bti25";"2019-04-28 01:48:17";"RT @machi0730704: 4?28?2???
WORLDISTA??
???????????
????????????
?????(?????)
????????
??????????????
???????NEWS?????????????????????
#WOR…"
"1122316579503390720";"kingkapricorn";"2019-04-28 01:48:18";"RT @LisaFoodiee: #asia #mukbang #food #kpop https://t.co/o6jpx3SxRQ"
"1122316581541777408";"yosakoi_tego";"2019-04-28 01:48:19";"RT @Ali___aai4: ?????????????????????????????????? https://t.co/tG9CgSy7ZK"
"1122316612327968770";"Nurulinee1";"2019-04-28 01:48:26";"?.????? ?????????""???????""???????????????????????? ??????""???????"" ?????????? ???????
#?????????? #???????? #????… https://t.co/MOv6aL9v5R"
"1122316616266424320";"yosakoi_tego";"2019-04-28 01:48:27";"RT @keshikeshigogo: ????????

??
WORLDISTA ??
4?28? ??? 2?

????????????????????????????????????????????

????????????

#NEWS??????"
"1122316616618823680";"kyoncy_news10ve";"2019-04-28 01:48:27";"RT @tqttq_macchu: ??????????????????????????????????????
??????????????( ;?; )
????????( ;?; )

#??????
#NEWS https://t.co/VRWuK5ZkHg"
"1122316628304252928";"ChristianVicars";"2019-04-28 01:48:30";"THE BURNING SUN™ By CVMCo #News #Top10 #Survivalguide #TrueFacts vs #FakeNews #Censorship Daily #YoutubeVideos #MAGA https://t.co/8QvHAt1mhv"
"1122316636587880448";"asia_newstoday";"2019-04-28 01:48:32";"Solskjaer won’t be victim of player power at troubled United https://t.co/NTm0fhYDBm #News #Sports https://t.co/mb1Z2N8bQ7"
"1122316637187735558";"BestStreamz";"2019-04-28 01:48:32";"Games and chill!! #Talk #Comedy #Music #News #Autism  #SupportSmallStreamers #VIDEO #SaturdayMorning #RT #twitch… https://t.co/CZvgwm8SAW"
"1122316640710840320";"asia_newstoday";"2019-04-28 01:48:33";"Messi fires Barca to eighth La Liga title in 11 years https://t.co/sY6Kt8JbwX #News #Sports https://t.co/WQwVoRESHD"
"1122316641788841984";"NSorajjatanon";"2019-04-28 01:48:33";"????"
"1122316643227639809";"HenryOray";"2019-04-28 01:48:34";"@CNN Why #POTUS speaking not politically correct? Because idealistic. Empowered to unprecedented Might… https://t.co/MovwvguRUG"
"1122316644133429253";"asia_newstoday";"2019-04-28 01:48:34";"Bottas takes Baku pole after Leclerc crashes https://t.co/NGC2j1SBUc #News #Sports https://t.co/qqUrI8sF9F"
"1122316647836946433";"asia_newstoday";"2019-04-28 01:48:35";"Osaka pulls out of Stuttgart semis with injury, Kvitova through to final https://t.co/TzGnBbTWbF #News #Sports https://t.co/zyGL6VSKAc"
"1122316651746086913";"asia_newstoday";"2019-04-28 01:48:36";"Vietnam police bust US$1b illegal online gambling ring https://t.co/d9T18uC57E #News #World https://t.co/fXgUpiBYeY"
"1122316655114063873";"asia_newstoday";"2019-04-28 01:48:36";"Singapore’s voyeurism problem — what’s wrong with men, or the world? https://t.co/m2DRBp79Zz #News #World https://t.co/VMcEbq1Rd7"
"1122316658687655936";"asia_newstoday";"2019-04-28 01:48:37";"EU slams Trump’s withdrawal from UN arms trade treaty https://t.co/DAqdrWewx6 #News #World https://t.co/zYbl7eIrzK"
"1122316663527890944";"asia_newstoday";"2019-04-28 01:48:38";"Sri Lanka bans groups suspected to be behind attacks, ringleader’s relatives wounded https://t.co/c8TH0ifkvC #News… https://t.co/7BRR13ZA6Y"
"1122316667025969153";"ehuzi";"2019-04-28 01:48:39";"RT @tbs_news: ??????????????????????? https://t.co/XwBfGGzhE3 #tbs #tbs_news #japan #news"
"1122316666321301504";"CompareEdu";"2019-04-28 01:48:39";"GET #JOBS #STUDY #SCHOLARSHIPS #VISA #AUSTRALIA 

#Facebook #Live https://t.co/OW0SmsQau7

#Botswana #Uganda… https://t.co/JjVmtCJkP5"
"1122316666929418240";"asia_newstoday";"2019-04-28 01:48:39";"Huawei leak scandal rocks Britain’s bickering government https://t.co/GuOEXi2E8C #Business #News https://t.co/q3M9dwzdzA"
"1122316670570127361";"asia_newstoday";"2019-04-28 01:48:40";"Report: Ghosn’s trial to be delayed possibly until next year https://t.co/LPFH4TGNpA #Business #News https://t.co/TXreIT45yu"
"1122316694267940865";"keichan_news";"2019-04-28 01:48:46";"??????NEWS LIVE TOUR 2019
WORLDISTA
????? 5?25?1?1??2???
                   5?26?1?1??2???
                   ?????… https://t.co/67sQ2lN9jq"
"1122316700303659008";"a_ni_mei";"2019-04-28 01:48:47";"RT @NEWS_d_i_suki: ???????? EMMA /NEWS

#MUSICFAIR #NEWS ? https://t.co/Oo8Xy0nIwl"
"1122316710889934848";"Nurulinee1";"2019-04-28 01:48:50";"RT @Nurulinee1: ?.????? ?????????""???????""???????????????????????? ??????""???????"" ?????????? ???????
#?????????? #???????? #???? #????????…"
"1122316714111164416";"ppreeyaore";"2019-04-28 01:48:50";"RT @daradaily: ????????? ???????? ???????? “??????”

??????? :: https://t.co/0Td7lOgRYw #daradaily #????????? #news #?????????? #??????????…"
"1122316736324259840";"diary_yaya";"2019-04-28 01:48:56";"Ruben Onsu Tuntut Pemakai Merek Bensu https://t.co/gdXRpQz04N

#viral #video #love #flowers #entertainment #news… https://t.co/EkOeDNmvuF"
"1122316743689457664";"woo_hyun_9128";"2019-04-28 01:48:57";"RT @Official_IFNT: [#INFINITE] #??? #Jang_Dong_Woo 1st Mini Album #Bye
#NEWS ????
Teaser (Long ver.) ????
2019.03.04 6PM RELEASE

? https://t.co/…"
"1122316748290609152";"kaz_pan";"2019-04-28 01:48:59";"RT @zutto_ouen: ?????????????
???????
NEWS?????????
?????????????
????????????????

NEWS?????????????????

#NEWS???"
"1122316748433137665";"jamjamtv";"2019-04-28 01:48:59";"????????????
https://t.co/6zEBuAWc1i
#news #???? #sports #???? ##jamjamtv"
"1122316750484201472";"kaz_pan";"2019-04-28 01:48:59";"RT @news_massu_umi: WORLDISTA????
??????????????
???NEWS????????????????(*??*).?.:*?

NEWS????NEWS????
NEWS????NEWS????
NEWS????NEWS????
NEWS????NEWS????

#NEWS???
#??????????…"
"1122316754452008960";"Queen_V_Blog";"2019-04-28 01:49:00";"Continuous prayers for #johnsingleton ! #tarajiphenson #tyrese #blogger #trendingnow #trending #babyboy #news https://t.co/yk3uiIEMjI"
"1122316760990937089";"usahawanelite";"2019-04-28 01:49:02";"RT @asia_newstoday: Solskjaer won’t be victim of player power at troubled United https://t.co/NTm0fhYDBm #News #Sports https://t.co/mb1Z2N8…"
"1122316762345689088";"usahawanelite";"2019-04-28 01:49:02";"RT @asia_newstoday: Messi fires Barca to eighth La Liga title in 11 years https://t.co/sY6Kt8JbwX #News #Sports https://t.co/WQwVoRESHD"
"1122316763905941504";"usahawanelite";"2019-04-28 01:49:02";"RT @asia_newstoday: Bottas takes Baku pole after Leclerc crashes https://t.co/NGC2j1SBUc #News #Sports https://t.co/qqUrI8sF9F"
"1122316758419947520";"cle4ayere";"2019-04-28 01:49:01";"RT @FridayPostsNg: Lawyers urges President Buhari, NJC to appoint Muhammad as substantive CJN #FridaypostsNews #FridaypostsNg @FridaypostsN…"
"1122316765155840001";"usahawanelite";"2019-04-28 01:49:03";"RT @asia_newstoday: Osaka pulls out of Stuttgart semis with injury, Kvitova through to final https://t.co/TzGnBbTWbF #News #Sports https://…"
"1122316765772390400";"woo_hyun_9128";"2019-04-28 01:49:03";"RT @Official_IFNT: [#INFINITE] #??? #Jang_Dong_Woo 1st Mini Album #Bye
#NEWS ????
Teaser (Long ver.) ????
2019.03.04 6PM RELEASE

? https://t.co/…"
"1122316766510637056";"usahawanelite";"2019-04-28 01:49:03";"RT @asia_newstoday: Vietnam police bust US$1b illegal online gambling ring https://t.co/d9T18uC57E #News #World https://t.co/fXgUpiBYeY"
"1122316768008032256";"usahawanelite";"2019-04-28 01:49:03";"RT @asia_newstoday: Singapore’s voyeurism problem — what’s wrong with men, or the world? https://t.co/m2DRBp79Zz #News #World https://t.co/…"
"1122316769157246977";"usahawanelite";"2019-04-28 01:49:04";"RT @asia_newstoday: EU slams Trump’s withdrawal from UN arms trade treaty https://t.co/DAqdrWewx6 #News #World https://t.co/zYbl7eIrzK"
"1122316770130501633";"JusMalloryJ";"2019-04-28 01:49:04";"RT @barrybutler9: Springtime in Chicago.  Saturday on Michigan Avenue. #snow #weather #news #ilwx #weather https://t.co/ahzYEwJLlP"
